DATE       TIME       1._Wind_speed_[ 2._Wind_dir._[d 3._Air_temp._[° 
2018-07-17 09:02:15            2.7095        317.7955         16.2992 
2018-07-17 09:02:30            3.2195        328.5975         16.4992 
2018-07-17 09:02:45            3.0695           339.9              16 
2018-07-17 09:03:00            3.8995         337.095              16 
2018-07-17 09:03:15            3.2395        331.8975              16 
2018-07-17 09:03:30            2.7195        337.1995            15.8 
2018-07-17 09:03:45            2.4195         336.996              16 
2018-07-17 09:04:00            2.3195        341.8965              16 
2018-07-17 09:04:15            3.1395         331.397            16.2 
2018-07-17 09:04:30            4.4895         337.095              16 
2018-07-17 09:04:45            3.7895         322.795         16.0992 
2018-07-17 09:05:00            3.2395        343.8985              16 
2018-07-17 09:05:15            3.2195        336.4955            16.2 
2018-07-17 09:05:30            2.5395         337.997            16.2 
2018-07-17 09:05:45               2.5           339.9            16.2 
2018-07-17 09:06:00            3.0195        332.1945         16.0992 
2018-07-17 09:06:15            3.0295        334.9995         16.2992 
2018-07-17 09:06:30            3.2795         327.096            16.2 
2018-07-17 09:06:45            2.7795        336.5945         16.0992 
2018-07-17 09:07:00            3.6595        332.8985         16.0992 
2018-07-17 09:07:15            3.2095         338.096         16.5984 
2018-07-17 09:07:30            3.4295         344.795            16.2 
2018-07-17 09:07:45            3.2695         347.897            16.2 
2018-07-17 09:08:00            3.2195        345.0975            16.2 
2018-07-17 09:08:15            2.8995        341.9955            16.2 
2018-07-17 09:08:30            3.4695         323.796            16.4 
2018-07-17 09:08:45            2.3595         321.299         16.5984 
2018-07-17 09:09:00            2.5895           335.5         16.4992 
2018-07-17 09:09:15            3.1695         341.099         16.6992 
2018-07-17 09:09:30            3.3595        333.8995         16.6992 
2018-07-17 09:09:45            3.0795         316.998         16.6992 
2018-07-17 09:10:00            2.4195         337.095         16.5984 
2018-07-17 09:10:15            2.0595         348.997         16.4992 
2018-07-17 09:10:30            2.2795         352.198         16.2992 
2018-07-17 09:10:45            2.0295         311.795         16.5984 
2018-07-17 09:11:00            2.2695         307.395         16.4992 
2018-07-17 09:11:15            1.9895         317.097            16.8 
2018-07-17 09:11:30            2.2695        315.6945         16.6992 
2018-07-17 09:11:45            3.3095         352.297            16.8 
2018-07-17 09:12:00            2.5495             352         16.4992 
2018-07-17 09:12:15            2.5095        344.0965            16.4 
2018-07-17 09:12:30            2.8495         343.497         16.2992 
2018-07-17 09:12:45            2.4495         346.797         16.2992 
2018-07-17 09:13:00            1.9895         343.596         16.4992 
2018-07-17 09:13:15            2.6295        346.1975         16.6992 
2018-07-17 09:13:30            2.0695        347.2975            16.4 
2018-07-17 09:13:45            1.9495        333.8995         16.2992 
