13-Jul-2018 12:13:42,0.23093,1.86132,-0.08584,18.78732
13-Jul-2018 12:13:43,0.19912,1.70005,-0.01406,18.67258
13-Jul-2018 12:13:44,0.26012,1.48878,0.07893,18.69443
13-Jul-2018 12:13:45,0.23027,1.57076,-0.00788,18.68713
13-Jul-2018 12:13:46,0.49964,1.55398,0.05624,18.69281
13-Jul-2018 12:13:47,0.33734,1.42312,-0.15251,18.66620
13-Jul-2018 12:13:48,0.56701,1.16273,-0.25036,18.65863
13-Jul-2018 12:13:49,0.27840,1.14306,-0.08034,18.67593
13-Jul-2018 12:13:50,0.53972,1.28187,-0.08728,18.68301
13-Jul-2018 12:13:51,0.57970,1.01982,-0.16605,18.74597
13-Jul-2018 12:13:52,0.57081,1.09773,0.20416,19.91019
13-Jul-2018 12:13:53,0.53303,0.81913,-0.19948,18.74695
13-Jul-2018 12:13:54,0.52951,0.76851,-0.05151,19.11798
13-Jul-2018 12:13:55,0.49146,0.77193,-0.05417,18.72696
13-Jul-2018 12:13:56,0.46373,0.51437,-0.32589,18.76804
13-Jul-2018 12:13:57,0.52055,0.57786,-0.37956,18.78604
13-Jul-2018 12:13:58,0.49266,0.52576,-0.25157,18.81589
13-Jul-2018 12:13:59,0.94668,0.27514,0.13881,20.49502
13-Jul-2018 12:14:00,0.93851,0.44989,0.34567,21.17172
13-Jul-2018 12:14:01,1.23558,0.34991,0.38869,21.24768
13-Jul-2018 12:14:02,0.79279,0.36053,0.66740,20.85004
13-Jul-2018 12:14:03,0.87306,0.10821,0.63621,21.63467
13-Jul-2018 12:14:04,0.85506,0.49378,0.32132,19.21109
13-Jul-2018 12:14:05,0.63990,0.29609,-0.16487,19.10852
13-Jul-2018 12:14:06,0.73229,0.50081,-0.34991,19.34814
13-Jul-2018 12:14:07,0.97357,0.40642,-0.19616,19.36279
13-Jul-2018 12:14:08,0.75528,0.36369,-0.39835,19.30005
13-Jul-2018 12:14:09,0.66664,0.39631,-0.32824,19.33588
13-Jul-2018 12:14:10,0.08107,0.98562,-0.10917,19.43301
13-Jul-2018 12:14:11,0.12060,0.43885,-0.28577,19.38980
13-Jul-2018 12:14:12,-0.00183,0.32854,0.36206,19.92462
13-Jul-2018 12:14:13,-0.45813,0.57562,0.26862,20.41354
13-Jul-2018 12:14:14,-0.45535,0.41993,0.18353,20.56937
13-Jul-2018 12:14:15,-0.21961,0.74538,0.28902,20.99231
13-Jul-2018 12:14:16,-0.33147,0.87952,0.24095,19.72610
13-Jul-2018 12:14:17,-0.01831,1.14265,0.24542,20.18213
13-Jul-2018 12:14:18,0.50741,1.30614,0.35140,21.38330
13-Jul-2018 12:14:19,0.72911,1.50302,-0.02554,20.04788
13-Jul-2018 12:14:20,0.38312,1.48096,0.08253,19.71661
13-Jul-2018 12:14:21,0.10593,1.34557,0.00942,19.87561
13-Jul-2018 12:14:22,0.82640,1.36929,0.06186,19.59857
13-Jul-2018 12:14:23,0.88559,1.51725,-0.09899,19.78793
13-Jul-2018 12:14:24,0.77546,1.41791,0.40608,19.93683
13-Jul-2018 12:14:25,0.48586,1.43994,0.15672,20.10156
13-Jul-2018 12:14:26,0.60415,1.75491,0.20376,22.01984
13-Jul-2018 12:14:27,-0.05885,1.43523,0.46582,22.35123
13-Jul-2018 12:14:28,0.33462,1.56210,0.38145,22.53223
13-Jul-2018 12:14:29,1.23205,2.42017,0.70829,21.56821
13-Jul-2018 12:14:30,1.01285,0.82956,0.98720,22.14429
13-Jul-2018 12:14:31,1.01440,1.80872,1.16462,25.19995
13-Jul-2018 12:14:32,1.65791,2.46347,0.63026,24.14810
13-Jul-2018 12:14:33,1.09178,2.38942,-0.06906,18.63507
13-Jul-2018 12:14:34,0.67681,2.22457,-0.03816,18.71545
13-Jul-2018 12:14:35,0.64167,2.25171,0.03857,18.90369
13-Jul-2018 12:14:36,0.67478,2.43771,0.36258,18.89746
13-Jul-2018 12:14:37,0.99008,2.15789,0.32095,19.77829
13-Jul-2018 12:14:38,1.34162,1.54139,0.55210,22.28464
13-Jul-2018 12:14:39,1.76884,2.00591,0.40454,20.25702
13-Jul-2018 12:14:40,1.33989,1.74067,0.04498,18.63666
13-Jul-2018 12:14:41,1.16658,1.82237,-0.00563,19.36911
13-Jul-2018 12:14:42,1.24495,1.44159,0.78047,21.53317
13-Jul-2018 12:14:43,1.89645,1.84402,0.43448,20.06134
13-Jul-2018 12:14:44,1.63004,1.81624,0.48134,20.17694
13-Jul-2018 12:14:45,1.68920,1.98373,0.29327,18.90573
13-Jul-2018 12:14:46,1.78591,1.94479,0.38661,20.45535
13-Jul-2018 12:14:47,1.58448,1.74278,0.60604,20.86267
13-Jul-2018 12:14:48,1.73786,2.25283,0.24577,20.55859
13-Jul-2018 12:14:49,2.33922,1.60738,0.80897,22.14752
13-Jul-2018 12:14:50,1.79030,1.84271,0.01201,18.83890
13-Jul-2018 12:14:51,1.41403,1.82398,0.20116,20.37485
13-Jul-2018 12:14:52,1.59622,2.28762,-0.36133,18.93988
13-Jul-2018 12:14:53,0.69392,1.61961,0.78663,23.57635
13-Jul-2018 12:14:54,1.55452,1.37822,0.61766,23.57861
13-Jul-2018 12:14:55,1.25568,1.83704,0.36117,22.69556
13-Jul-2018 12:14:56,1.57126,1.64502,0.00206,18.73492
13-Jul-2018 12:14:57,1.51009,1.43889,1.13109,22.80435
13-Jul-2018 12:14:58,1.84209,1.44536,0.26553,21.64774
13-Jul-2018 12:14:59,1.83204,1.73917,0.13235,18.68051
13-Jul-2018 12:15:00,1.77350,1.89016,0.22832,20.08679
13-Jul-2018 12:15:01,1.66285,1.73987,0.38302,20.14880
13-Jul-2018 12:15:02,1.67943,1.73787,0.07770,18.70181
13-Jul-2018 12:15:03,1.63273,1.79362,0.26194,20.29773
13-Jul-2018 12:15:04,1.96039,1.67518,-0.01874,18.74597
13-Jul-2018 12:15:05,1.59721,1.76870,-0.14611,18.66766
